ShipmentID,Origin,Destination,Pickup_Date,Delivery_Date,Delivery_Status,Distance_KM,Shipment_Mode,Weight_KG,Cost_USD,Customer_Segment,Delay_Reason
SHP007883,Phoenix,Nashville,2024-11-27,2024-11-28,Delivered,1123,Air,286.26,772.11,Government,None
SHP007884,Atlanta,Charlotte,2024-09-30,2024-10-04,Delayed,2686,Ground,340.64,1448.08,Government,Weather
SHP007885,Phoenix,San Diego,2024-08-07,2024-08-09,Delivered,1539,Air,99.06,846.99,Retail,None
SHP007886,Chicago,San Diego,2024-03-12,2024-03-14,Delivered,1424,Ground,67.66,716.4,Business,None
SHP007887,Miami,San Diego,2024-05-13,2024-05-15,Delivered,1836,Ground,178.99,968.59,Business,None
SHP007888,Los Angeles,Philadelphia,2024-11-21,2024-11-27,Delayed,2422,Ground,42.4,1150.34,Government,Operational
SHP007889,Denver,Detroit,2024-08-05,2024-08-09,Delayed,1749,Air,248.11,1030.92,Retail,Operational
SHP007890,Phoenix,San Diego,2024-08-16,2024-08-17,Delivered,1282,Ground,37.85,634.61,Government,None
SHP007891,Dallas,San Francisco,2024-12-13,2024-12-14,Delivered,317,Air,347.89,446.38,Retail,None
SHP007892,Boston,Detroit,2024-10-29,2024-10-30,Delivered,245,Freight,84.83,226.15,Retail,None
SHP007893,Miami,Nashville,2024-03-31,2024-04-01,Delivered,116,Air,247.92,295.95,Government,None
SHP007894,Chicago,Detroit,2024-07-06,2024-07-09,Delivered,2678,Air,356.04,1513.72,Government,None
SHP007895,Los Angeles,Portland,2024-05-27,2024-05-29,Delivered,2075,Ground,280.49,1137.04,Retail,None
SHP007896,Denver,Detroit,2024-03-27,2024-03-29,Delivered,1408,Freight,226.05,834.23,Retail,None
SHP007897,Seattle,Charlotte,2024-10-16,2024-10-18,Delivered,1832,Ground,270.26,1021.56,Government,None
SHP007898,Miami,Houston,2024-05-13,2024-05-18,Delayed,762,Air,449.9,707.84,Business,Operational
SHP007899,Miami,Portland,2024-10-29,2024-10-30,Delivered,1224,Freight,136.21,697.53,Business,None
SHP007900,Phoenix,Las Vegas,2024-04-19,2024-04-22,Delayed,761,Freight,136.41,489.3,Government,Weather
SHP007901,Seattle,Orlando,2024-12-29,2025-01-02,Delayed,1972,Air,475.0,1267.4,Business,Weather
SHP007902,Miami,San Diego,2024-01-22,2024-01-24,Delivered,1609,Ground,396.04,996.67,Government,None
SHP007903,Phoenix,Nashville,2024-11-22,2024-11-26,Delivered,2890,Ground,241.2,1480.22,Government,None
SHP007904,Phoenix,Portland,2024-10-01,2024-10-02,Delivered,464,Air,275.72,469.23,Government,None
SHP007905,New York,Orlando,2024-09-14,2024-09-15,Delivered,529,Ground,292.09,448.3,Government,None
SHP007906,Dallas,Charlotte,2024-08-01,2024-08-05,Delivered,2846,Freight,457.34,1620.1,Government,None
SHP007907,Boston,Houston,2024-04-28,2024-04-30,Delivered,1693,Ground,226.19,932.56,Retail,None
SHP007908,Phoenix,Detroit,2024-10-03,2024-10-09,Delayed,2058,Ground,119.65,1032.89,Business,Operational
SHP007909,Denver,Houston,2024-12-16,2024-12-21,Delayed,338,Ground,281.25,355.85,Business,Weather
SHP007910,Miami,Detroit,2024-06-06,2024-06-07,Delivered,1204,Air,195.18,753.91,Government,None
SHP007911,New York,San Francisco,2024-08-31,2024-09-02,Delayed,748,Ground,410.36,617.82,Retail,Customs
SHP007912,Seattle,Orlando,2024-01-13,2024-01-16,Delivered,2774,Air,119.46,1414.98,Business,None
SHP007913,Dallas,Nashville,2024-09-05,2024-09-07,Delivered,1527,Air,120.25,854.3,Government,None
SHP007914,Dallas,San Diego,2024-05-02,2024-05-03,Delivered,739,Freight,297.3,575.93,Government,None
SHP007915,Chicago,San Francisco,2024-12-01,2024-12-03,In Transit,2058,Ground,139.35,1044.71,Retail,None
SHP007916,Los Angeles,Detroit,2024-03-14,2024-03-17,Delivered,2247,Ground,451.09,1316.8,Business,None
SHP007917,Denver,Las Vegas,2024-01-22,2024-01-25,Delivered,2635,Freight,425.3,1505.93,Business,None
SHP007918,Phoenix,Charlotte,2024-05-20,2024-05-25,Delayed,1220,Freight,409.57,859.74,Retail,Weather
SHP007919,Denver,Philadelphia,2024-09-13,2024-09-16,Delivered,2678,Freight,122.86,1343.82,Government,None
SHP007920,Miami,Houston,2024-12-17,2024-12-18,Delivered,788,Ground,68.5,430.7,Business,None
SHP007921,Denver,Orlando,2024-09-27,2024-10-01,Delivered,2842,Air,136.41,1455.75,Business,None
SHP007922,New York,Portland,2024-09-16,2024-09-20,Delivered,2898,Freight,42.32,1394.49,Government,None
SHP007923,Phoenix,Philadelphia,2024-05-27,2024-06-03,Delayed,2751,Ground,71.56,1315.89,Business,Operational
SHP007924,Seattle,Portland,2024-09-09,2024-09-10,Delivered,612,Ground,256.62,464.37,Government,None
SHP007925,Atlanta,Portland,2024-09-07,2024-09-10,Delivered,2580,Ground,273.84,1360.3,Government,None
SHP007926,Dallas,Portland,2024-04-28,2024-04-30,Delivered,1847,Ground,267.03,1026.37,Retail,None
SHP007927,Seattle,Charlotte,2024-10-31,2024-11-05,Delayed,1169,Ground,366.72,781.08,Business,Customs
SHP007928,Denver,Philadelphia,2024-08-07,2024-08-08,Delivered,720,Ground,396.17,596.7,Government,None
SHP007929,Atlanta,Detroit,2024-09-05,2024-09-07,Delivered,1573,Ground,494.53,1039.57,Business,None
SHP007930,Denver,San Diego,2024-06-23,2024-06-26,Delivered,2483,Air,98.35,1271.36,Retail,None
SHP007931,Seattle,Detroit,2024-02-28,2024-03-01,Delivered,1770,Air,126.51,967.41,Government,None
SHP007932,Miami,Nashville,2024-06-29,2024-07-01,Delayed,193,Freight,177.49,258.34,Retail,Customs
SHP007933,Phoenix,San Francisco,2024-11-29,2024-11-30,Delivered,992,Ground,394.74,718.24,Business,None
SHP007934,Seattle,Orlando,2024-01-09,2024-01-11,Delivered,1423,Air,381.23,964.09,Business,None
SHP007935,Atlanta,Charlotte,2024-02-12,2024-02-13,Delivered,1004,Air,220.84,679.3,Government,None
SHP007936,Dallas,Philadelphia,2024-01-17,2024-01-19,Delivered,1914,Air,114.64,1025.08,Business,None
SHP007937,Miami,Houston,2024-07-22,2024-07-25,Delivered,2628,Ground,489.55,1511.33,Government,None
SHP007938,Miami,Las Vegas,2024-04-27,2024-04-29,Delivered,2018,Air,8.74,1008.34,Retail,None
SHP007939,Boston,San Diego,2024-07-27,2024-07-30,Delivered,2486,Freight,374.66,1408.5,Retail,None
SHP007940,Boston,San Francisco,2024-10-21,2024-10-24,Delivered,2381,Air,380.73,1394.89,Business,None
SHP007941,New York,Philadelphia,2024-11-12,2024-11-13,Delivered,1300,Freight,291.14,824.68,Retail,None
SHP007942,New York,Portland,2024-05-05,2024-05-10,Delayed,1865,Air,184.87,1045.17,Government,Operational
SHP007943,Miami,Detroit,2024-12-17,2024-12-19,Delayed,276,Ground,348.56,368.34,Retail,Weather
SHP007944,Seattle,Detroit,2024-04-13,2024-04-16,Delivered,2509,Air,345.71,1431.48,Government,None
SHP007945,Chicago,San Francisco,2024-12-04,2024-12-06,Delivered,1607,Ground,154.9,851.09,Business,None
SHP007946,Seattle,San Francisco,2024-07-16,2024-07-20,Delivered,2924,Air,387.72,1643.43,Retail,None
SHP007947,Phoenix,Philadelphia,2024-04-08,2024-04-10,Delivered,1585,Ground,463.59,1026.4,Retail,None
SHP007948,Phoenix,Houston,2024-01-27,2024-02-01,Delayed,64,Ground,141.26,148.56,Business,Weather
SHP007949,New York,San Diego,2024-09-15,2024-09-18,Delivered,2226,Ground,153.37,1128.72,Government,None
SHP007950,Chicago,Detroit,2024-12-21,2024-12-25,Delayed,2588,Freight,230.03,1367.62,Retail,Customs
SHP007951,Atlanta,San Diego,2024-09-22,2024-09-26,Delayed,2752,Ground,300.43,1453.66,Retail,Weather
SHP007952,Los Angeles,Philadelphia,2024-09-14,2024-09-15,Delivered,643,Freight,119.48,426.04,Business,None
SHP007953,New York,Portland,2024-09-08,2024-09-11,Delivered,2338,Air,312.08,1334.35,Business,None
SHP007954,Chicago,Philadelphia,2024-11-23,2024-11-24,In Transit,448,Air,483.45,586.67,Retail,None
SHP007955,New York,Portland,2024-09-07,2024-09-08,Delivered,1288,Freight,281.9,813.74,Government,None
SHP007956,Dallas,Houston,2024-10-24,2024-10-26,Delivered,1925,Ground,416.82,1151.34,Government,None
SHP007957,Atlanta,San Francisco,2024-01-17,2024-01-21,Delayed,1319,Air,167.37,788.97,Business,Operational
SHP007958,Dallas,Detroit,2024-07-15,2024-07-20,Delayed,1026,Ground,82.63,546.28,Government,Customs
SHP007959,Dallas,Orlando,2024-01-07,2024-01-09,Delivered,1598,Ground,405.69,997.51,Retail,None
SHP007960,Seattle,Houston,2024-10-24,2024-10-25,Delivered,1314,Ground,409.03,871.72,Business,None
SHP007961,Denver,Charlotte,2024-10-24,2024-10-29,Delayed,927,Freight,496.21,779.88,Business,Customs
SHP007962,Miami,San Diego,2024-08-30,2024-09-03,Delivered,2964,Freight,192.04,1514.02,Business,None
SHP007963,Denver,Philadelphia,2024-03-18,2024-03-21,Delivered,2743,Freight,158.4,1394.39,Business,None
SHP007964,Miami,Detroit,2024-11-03,2024-11-04,Delivered,183,Air,51.58,208.3,Government,None
SHP007965,Boston,San Francisco,2024-01-04,2024-01-05,Delivered,1366,Air,411.92,956.85,Government,None
SHP007966,Atlanta,Detroit,2024-12-12,2024-12-16,Delayed,1429,Freight,265.12,867.12,Government,Weather
SHP007967,Dallas,Detroit,2024-05-29,2024-05-30,In Transit,587,Freight,72.51,372.66,Retail,None
SHP007968,Los Angeles,Philadelphia,2024-04-08,2024-04-10,Delivered,1537,Freight,190.83,871.15,Retail,None
SHP007969,Denver,Las Vegas,2024-01-07,2024-01-09,Delivered,1704,Ground,54.46,834.48,Business,None
SHP007970,Denver,Charlotte,2024-05-01,2024-05-02,Delivered,560,Ground,14.5,295.7,Government,None
SHP007971,Boston,Portland,2024-04-12,2024-04-15,Delivered,2372,Ground,13.83,1110.7,Retail,None
SHP007972,Los Angeles,Las Vegas,2024-08-09,2024-08-14,Delayed,92,Freight,382.94,336.16,Retail,Operational
SHP007973,Boston,Orlando,2024-02-26,2024-02-27,Delivered,470,Ground,222.98,380.29,Government,None
SHP007974,Miami,San Francisco,2024-03-16,2024-03-20,Delivered,2852,Air,188.14,1491.28,Government,None
SHP007975,Phoenix,Nashville,2024-07-12,2024-07-14,Delivered,1802,Ground,282.02,1015.11,Government,None
SHP007976,New York,Philadelphia,2024-10-08,2024-10-10,Delivered,1987,Freight,420.92,1211.7,Government,None
SHP007977,Los Angeles,San Diego,2024-04-03,2024-04-04,Delivered,1241,Ground,401.8,834.53,Retail,None
SHP007978,Denver,San Diego,2024-03-28,2024-03-29,Delivered,496,Air,96.19,375.91,Retail,None
SHP007979,Dallas,San Diego,2024-02-09,2024-02-13,Delayed,578,Air,337.82,557.79,Retail,Operational
SHP007980,Seattle,Detroit,2024-06-09,2024-06-16,Delayed,2734,Air,246.51,1473.21,Business,Weather
SHP007981,Miami,Nashville,2024-08-20,2024-08-21,In Transit,840,Ground,443.71,679.23,Government,None
SHP007982,New York,Detroit,2024-01-20,2024-01-21,Delivered,872,Air,24.85,502.31,Business,None
SHP007983,New York,San Francisco,2024-03-07,2024-03-09,Delivered,1526,Freight,440.84,1016.2,Retail,None
SHP007984,New York,Portland,2024-11-09,2024-11-11,Delivered,1436,Ground,5.4,684.44,Retail,None
SHP007985,Chicago,San Diego,2024-03-04,2024-03-05,Delivered,868,Air,35.88,507.13,Government,None
SHP007986,Boston,Houston,2024-08-09,2024-08-11,Delivered,1612,Ground,135.83,841.9,Government,None
SHP007987,New York,Las Vegas,2024-06-14,2024-06-16,Delivered,1475,Air,43.15,784.64,Retail,None
SHP007988,Denver,Detroit,2024-09-04,2024-09-08,Delayed,722,Air,392.52,655.41,Business,Weather
SHP007989,Atlanta,San Diego,2024-08-18,2024-08-24,Delayed,2215,Ground,246.65,1179.74,Retail,Weather
SHP007990,Seattle,Houston,2024-07-27,2024-07-28,Delivered,890,Ground,402.93,677.26,Government,None
SHP007991,Atlanta,San Diego,2024-12-01,2024-12-02,Delivered,845,Air,443.78,741.52,Business,None
SHP007992,Atlanta,Las Vegas,2024-01-24,2024-01-25,Delivered,683,Freight,3.35,374.36,Business,None
SHP007993,New York,Nashville,2024-01-17,2024-01-19,Delivered,1974,Ground,119.04,994.72,Business,None
SHP007994,Atlanta,San Francisco,2024-08-10,2024-08-14,Delayed,2682,Freight,221.39,1404.73,Retail,Operational
SHP007995,Miami,Las Vegas,2024-01-12,2024-01-14,Delivered,1423,Air,296.07,912.99,Government,None
SHP007996,Los Angeles,Portland,2024-04-06,2024-04-07,Delivered,1148,Freight,306.81,765.69,Retail,None
SHP007997,Chicago,Orlando,2024-11-12,2024-11-15,Delivered,2341,Air,219.62,1280.22,Retail,None
SHP007998,Dallas,Philadelphia,2024-06-15,2024-06-17,Delivered,1414,Ground,223.01,805.11,Government,None
SHP007999,Los Angeles,Orlando,2024-11-20,2024-11-21,In Transit,228,Freight,260.91,324.15,Retail,None
SHP008000,New York,Detroit,2024-07-31,2024-08-02,Delayed,104,Air,291.26,316.56,Retail,Operational
SHP008001,Phoenix,Detroit,2024-03-04,2024-03-05,Delivered,859,Air,124.58,556.3,Business,None
SHP008002,Boston,Houston,2024-05-17,2024-05-18,Delivered,823,Ground,89.37,458.97,Retail,None
SHP008003,Seattle,San Diego,2024-02-18,2024-02-21,Delivered,2446,Ground,486.82,1427.79,Retail,None
SHP008004,Dallas,San Diego,2024-07-28,2024-07-29,Delivered,1392,Ground,488.2,954.32,Retail,None
SHP008005,Los Angeles,Houston,2024-11-18,2024-11-22,Delayed,2456,Ground,126.52,1216.11,Retail,Operational
SHP008006,New York,San Diego,2024-02-20,2024-02-22,Delivered,1850,Air,427.96,1184.28,Government,None
SHP008007,Boston,Philadelphia,2024-03-16,2024-03-19,Delivered,2302,Air,292.46,1306.38,Retail,None
SHP008008,New York,Las Vegas,2024-09-06,2024-09-09,Delayed,1657,Ground,408.01,1025.46,Government,Operational
SHP008009,New York,Philadelphia,2024-02-27,2024-02-29,Delivered,1896,Ground,310.45,1074.47,Retail,None
SHP008010,Los Angeles,Nashville,2024-01-04,2024-01-08,Delivered,2874,Ground,278.61,1495.47,Retail,None
SHP008011,Miami,San Francisco,2024-03-13,2024-03-15,Delivered,1736,Ground,67.69,856.81,Business,None
SHP008012,Dallas,Orlando,2024-02-04,2024-02-05,Delivered,604,Ground,251.2,457.52,Business,None
SHP008013,Los Angeles,Philadelphia,2024-03-18,2024-03-21,Delivered,2765,Freight,146.55,1397.18,Government,None
SHP008014,Seattle,San Francisco,2024-04-17,2024-04-20,Delivered,2210,Ground,37.3,1051.88,Business,None
SHP008015,Los Angeles,Charlotte,2024-07-11,2024-07-13,Delivered,1428,Air,343.04,943.42,Government,None
SHP008016,Dallas,Nashville,2024-03-11,2024-03-15,Delayed,1879,Ground,51.35,911.36,Government,Weather
SHP008017,New York,Orlando,2024-09-24,2024-09-27,Delivered,2111,Ground,146.02,1072.56,Retail,None
SHP008018,Dallas,Las Vegas,2024-11-18,2024-11-22,Delivered,2902,Freight,105.6,1434.26,Retail,None
SHP008019,Phoenix,Charlotte,2024-08-05,2024-08-08,Delivered,2147,Air,34.94,1082.11,Business,None
SHP008020,Chicago,Portland,2024-12-05,2024-12-08,Delayed,1453,Air,82.28,798.22,Business,Operational
SHP008021,Los Angeles,Philadelphia,2024-04-25,2024-04-27,Delivered,1534,Air,436.28,1047.07,Government,None
SHP008022,Denver,Houston,2024-05-11,2024-05-14,Delivered,2614,Freight,343.59,1447.45,Government,None
SHP008023,Atlanta,San Francisco,2024-12-29,2025-01-02,Delayed,120,Freight,189.69,232.81,Retail,Operational
SHP008024,Atlanta,Philadelphia,2024-09-20,2024-09-25,Delayed,2689,Air,38.73,1328.29,Government,Operational
SHP008025,Denver,San Diego,2024-09-18,2024-09-19,Delivered,364,Air,2.18,260.11,Retail,None
SHP008026,Boston,Nashville,2024-07-31,2024-08-03,Delayed,781,Freight,221.2,549.17,Business,Weather
SHP008027,Chicago,San Diego,2024-10-14,2024-10-15,Delivered,299,Freight,441.14,464.23,Government,None
SHP008028,Boston,Detroit,2024-03-16,2024-03-19,Delayed,655,Ground,406.98,573.94,Government,Weather
SHP008029,New York,San Francisco,2024-07-31,2024-08-01,Delivered,191,Ground,468.6,402.11,Government,None
SHP008030,Chicago,Portland,2024-08-25,2024-08-28,Delivered,2613,Freight,323.01,1434.66,Business,None
SHP008031,Chicago,San Diego,2024-10-11,2024-10-12,Delivered,125,Ground,215.71,220.68,Business,None
SHP008032,Seattle,Las Vegas,2024-07-04,2024-07-05,In Transit,1005,Freight,140.14,601.33,Business,None
SHP008033,Miami,Nashville,2024-02-12,2024-02-14,Delivered,1912,Ground,67.83,936.1,Government,None
SHP008034,Phoenix,Portland,2024-06-18,2024-06-19,Delivered,910,Air,339.71,708.33,Retail,None
SHP008035,Chicago,San Francisco,2024-10-03,2024-10-06,Delivered,2168,Ground,55.92,1044.15,Business,None
SHP008036,Chicago,San Diego,2024-07-08,2024-07-14,Delayed,2370,Ground,464.83,1380.4,Government,Weather
SHP008037,Los Angeles,Portland,2024-03-15,2024-03-18,Delivered,2433,Air,133.63,1270.03,Retail,None
SHP008038,Miami,San Francisco,2024-07-27,2024-07-28,In Transit,560,Freight,58.69,352.21,Business,None
SHP008039,Chicago,Houston,2024-10-20,2024-10-22,Delivered,1996,Air,115.84,1062.7,Retail,None
SHP008040,Seattle,Orlando,2024-12-08,2024-12-10,Delivered,1988,Freight,445.7,1227.02,Retail,None
SHP008041,Denver,Philadelphia,2024-10-17,2024-10-18,Delivered,1136,Air,35.06,627.24,Retail,None
SHP008042,Chicago,Nashville,2024-07-15,2024-07-19,Delivered,2828,Freight,454.69,1610.41,Government,None
SHP008043,Atlanta,Nashville,2024-03-17,2024-03-18,Delivered,747,Ground,172.59,474.7,Retail,None
SHP008044,Atlanta,Orlando,2024-11-09,2024-11-11,Delayed,545,Ground,78.64,327.43,Business,Weather
SHP008045,Phoenix,Portland,2024-11-05,2024-11-08,Delivered,2608,Air,430.81,1527.09,Retail,None
SHP008046,Boston,Las Vegas,2024-02-18,2024-02-19,Delivered,391,Air,48.92,300.3,Government,None
SHP008047,New York,Nashville,2024-08-26,2024-08-27,Delivered,400,Freight,28.81,262.29,Government,None
SHP008048,Los Angeles,Orlando,2024-12-10,2024-12-13,Delivered,2144,Ground,238.13,1142.68,Retail,None
SHP008049,Atlanta,San Diego,2024-12-02,2024-12-03,Delivered,1073,Ground,163.2,615.77,Business,None
SHP008050,Phoenix,Las Vegas,2024-07-15,2024-07-16,In Transit,837,Air,445.84,739.15,Business,None
SHP008051,Denver,Detroit,2024-07-19,2024-07-23,Delivered,2843,Air,486.71,1666.38,Business,None
SHP008052,Boston,San Francisco,2024-06-18,2024-06-21,Delivered,2254,Air,414.5,1358.0,Retail,None
SHP008053,Denver,San Diego,2024-04-25,2024-04-27,Delivered,1798,Air,263.45,1062.17,Government,None
SHP008054,Los Angeles,Las Vegas,2024-05-15,2024-05-17,Delivered,1505,Freight,481.31,1031.04,Business,None
SHP008055,New York,Houston,2024-03-10,2024-03-12,Delivered,1802,Freight,477.45,1162.37,Business,None
SHP008056,Denver,Orlando,2024-08-15,2024-08-16,Delivered,1169,Freight,261.93,748.21,Retail,None
SHP008057,Seattle,Philadelphia,2024-11-13,2024-11-15,Delivered,1710,Air,172.88,968.23,Government,None
SHP008058,Los Angeles,Charlotte,2024-08-19,2024-08-20,Delivered,319,Air,333.62,438.72,Government,None
SHP008059,Miami,Las Vegas,2024-09-26,2024-09-27,Delivered,1207,Freight,462.83,885.85,Business,None
SHP008060,Seattle,Charlotte,2024-06-18,2024-06-19,Delivered,743,Freight,436.04,660.97,Business,None
SHP008061,Los Angeles,Houston,2024-03-11,2024-03-14,Delivered,2185,Air,367.44,1298.71,Business,None
SHP008062,Dallas,Portland,2024-05-24,2024-05-26,Delivered,1852,Air,53.04,960.22,Business,None
SHP008063,Chicago,Houston,2024-03-17,2024-03-21,Delivered,2801,Freight,123.8,1399.73,Business,None
SHP008064,Phoenix,Houston,2024-02-01,2024-02-02,Delivered,1289,Freight,20.71,657.48,Government,None
SHP008065,Los Angeles,Portland,2024-11-20,2024-11-23,Delivered,2373,Freight,87.88,1185.58,Government,None
SHP008066,Seattle,San Francisco,2024-02-27,2024-03-02,Delivered,2981,Air,213.65,1564.64,Business,None
SHP008067,Dallas,Charlotte,2024-11-14,2024-11-16,Delivered,1746,Air,289.09,1054.15,Government,None
SHP008068,Denver,San Diego,2024-08-19,2024-08-20,Delivered,635,Ground,304.22,503.28,Retail,None
SHP008069,Denver,Portland,2024-04-16,2024-04-24,Delayed,2896,Freight,445.47,1635.48,Government,Customs
SHP008070,Dallas,San Francisco,2024-11-27,2024-12-01,Delivered,2833,Ground,471.5,1592.75,Government,None
SHP008071,New York,Las Vegas,2024-09-19,2024-09-21,Delivered,1661,Ground,145.65,869.84,Retail,None
SHP008072,Seattle,Nashville,2024-07-17,2024-07-19,Delivered,1546,Air,256.7,944.72,Business,None
SHP008073,Chicago,Detroit,2024-07-06,2024-07-09,Delivered,2557,Air,90.58,1300.0,Retail,None
SHP008074,Miami,Charlotte,2024-06-08,2024-06-09,Delivered,541,Freight,103.15,370.34,Government,None
SHP008075,Seattle,Las Vegas,2024-02-09,2024-02-11,Delivered,2098,Air,93.23,1095.04,Government,None
SHP008076,Dallas,Portland,2024-12-29,2025-01-02,Delayed,1245,Air,490.4,949.49,Retail,Operational
SHP008077,Denver,Charlotte,2024-01-18,2024-01-19,Delivered,1228,Ground,406.72,831.63,Business,None
SHP008078,Chicago,San Diego,2024-09-01,2024-09-04,Delivered,2527,Ground,241.87,1317.27,Government,None
SHP008079,New York,San Diego,2024-05-10,2024-05-11,Delivered,1355,Ground,466.6,924.71,Government,None
SHP008080,Chicago,San Francisco,2024-07-02,2024-07-03,Delivered,714,Ground,246.95,504.47,Government,None
SHP008081,Atlanta,Las Vegas,2024-02-12,2024-02-13,Delivered,1028,Freight,94.08,584.05,Retail,None
SHP008082,Atlanta,Philadelphia,2024-03-28,2024-03-29,Delivered,754,Air,321.53,627.22,Government,None
SHP008083,Phoenix,Nashville,2024-10-15,2024-10-16,Delivered,375,Ground,399.93,443.71,Retail,None
SHP008084,Atlanta,Las Vegas,2024-07-17,2024-07-20,Delivered,2505,Air,352.21,1433.58,Retail,None
SHP008085,Phoenix,Las Vegas,2024-10-31,2024-11-01,Delivered,325,Ground,190.69,295.66,Retail,None
SHP008086,Chicago,Las Vegas,2024-10-06,2024-10-09,In Transit,2769,Air,344.93,1548.01,Retail,None
SHP008087,Atlanta,Philadelphia,2024-02-26,2024-02-27,Delivered,615,Freight,226.29,477.52,Business,None
SHP008088,Seattle,San Francisco,2024-11-13,2024-11-16,Delivered,2715,Freight,478.97,1574.13,Business,None
SHP008089,Denver,Detroit,2024-02-25,2024-02-27,Delivered,1995,Ground,102.07,993.99,Business,None
SHP008090,Boston,Charlotte,2024-03-14,2024-03-20,Delayed,2178,Ground,207.37,1139.52,Business,Operational
SHP008091,Seattle,Charlotte,2024-10-04,2024-10-11,Delayed,2713,Ground,56.91,1290.0,Government,Weather
SHP008092,Denver,Detroit,2024-08-28,2024-08-29,Delivered,1157,Air,133.47,695.73,Government,None
SHP008093,Denver,Nashville,2024-02-21,2024-02-25,Delivered,2878,Freight,183.82,1470.39,Government,None
SHP008094,Dallas,Nashville,2024-10-11,2024-10-12,Delivered,645,Ground,343.86,531.57,Government,None
SHP008095,Phoenix,Portland,2024-02-09,2024-02-12,Delivered,2775,Ground,289.29,1457.32,Retail,None
SHP008096,Dallas,San Francisco,2024-06-10,2024-06-11,Delivered,597,Air,353.68,575.86,Government,None
SHP008097,Chicago,Philadelphia,2024-09-27,2024-09-29,Delivered,2012,Ground,243.84,1086.7,Business,None
SHP008098,Phoenix,Portland,2024-10-13,2024-10-15,Delivered,2060,Ground,214.22,1090.53,Business,None
SHP008099,Miami,Charlotte,2024-03-23,2024-03-25,In Transit,1750,Ground,385.78,1053.97,Retail,None
SHP008100,Dallas,Detroit,2024-06-23,2024-06-25,Delivered,2039,Ground,337.72,1155.18,Business,None
SHP008101,Denver,San Francisco,2024-12-24,2024-12-26,Delivered,1713,Ground,71.33,848.65,Retail,None
SHP008102,Denver,San Diego,2024-12-22,2024-12-24,Delivered,1828,Ground,14.56,866.34,Business,None
SHP008103,Atlanta,San Francisco,2024-12-28,2024-12-30,Delivered,1695,Air,196.98,975.94,Government,None
SHP008104,Denver,Philadelphia,2024-11-11,2024-11-12,Delivered,531,Ground,101.55,334.88,Business,None
SHP008105,Phoenix,Portland,2024-01-27,2024-01-29,Delayed,1116,Air,398.0,836.0,Retail,Operational
SHP008106,Seattle,Portland,2024-07-05,2024-07-06,Delivered,885,Ground,320.97,625.83,Business,None
SHP008107,Miami,Philadelphia,2024-04-26,2024-04-27,Delivered,138,Ground,168.0,197.9,Business,None
SHP008108,Dallas,Philadelphia,2024-08-02,2024-08-03,Delivered,698,Air,241.13,553.78,Government,None
SHP008109,Dallas,Charlotte,2024-01-29,2024-02-02,Delivered,2869,Ground,258.58,1481.2,Government,None
SHP008110,Los Angeles,Orlando,2024-09-25,2024-10-03,Delayed,2906,Ground,27.67,1359.3,Government,Operational
SHP008111,Chicago,Houston,2024-06-17,2024-06-18,Delivered,219,Ground,370.63,355.93,Business,None
SHP008112,Seattle,San Diego,2024-07-16,2024-07-17,In Transit,1353,Ground,336.85,845.96,Government,None
SHP008113,Denver,Charlotte,2024-02-20,2024-02-23,Delivered,2737,Ground,485.05,1557.68,Business,None
SHP008114,Denver,Orlando,2024-09-08,2024-09-09,Delivered,1109,Freight,153.43,656.11,Government,None
SHP008115,Dallas,San Francisco,2024-06-04,2024-06-05,Delivered,541,Ground,285.27,449.61,Government,None
SHP008116,New York,Charlotte,2024-04-10,2024-04-15,Delayed,1241,Ground,372.33,816.85,Business,Customs
SHP008117,New York,Philadelphia,2024-12-28,2024-12-30,Delivered,1799,Air,340.79,1109.02,Retail,None
SHP008118,Denver,Portland,2024-11-12,2024-11-14,Delivered,1587,Air,67.64,849.73,Government,None
SHP008119,Chicago,Nashville,2024-10-05,2024-10-06,Delivered,316,Freight,424.65,461.99,Government,None
SHP008120,Phoenix,Las Vegas,2024-07-03,2024-07-06,Delivered,2711,Freight,463.51,1563.06,Government,None
SHP008121,Dallas,San Francisco,2024-12-20,2024-12-23,Delivered,2436,Air,111.55,1258.13,Retail,None
SHP008122,Denver,Charlotte,2024-02-16,2024-02-17,Delivered,761,Air,357.2,651.77,Government,None
SHP008123,Los Angeles,Charlotte,2024-06-06,2024-06-07,Delivered,340,Freight,269.64,379.78,Business,None
SHP008124,Phoenix,Houston,2024-05-10,2024-05-11,Delivered,264,Air,254.0,366.2,Government,None
SHP008125,Atlanta,Orlando,2024-12-24,2024-12-26,In Transit,2022,Ground,50.95,975.47,Business,None
SHP008126,Chicago,Portland,2024-02-12,2024-02-16,Delivered,2937,Ground,32.4,1376.09,Retail,None
SHP008127,Atlanta,Orlando,2024-04-19,2024-04-27,Delayed,2997,Ground,490.97,1678.23,Retail,Customs
SHP008128,Dallas,Houston,2024-08-05,2024-08-06,Delivered,1387,Ground,196.32,776.94,Business,None
SHP008129,Phoenix,Houston,2024-12-28,2024-12-31,Delivered,2294,Air,165.95,1226.87,Business,None
SHP008130,Chicago,Philadelphia,2024-01-15,2024-01-16,Delivered,188,Air,77.78,226.27,Retail,None
SHP008131,Seattle,Charlotte,2024-03-18,2024-03-22,Delivered,2880,Ground,223.29,1464.97,Business,None
